time,open,high,low,close,Volume
2025-05-31T03:39:00Z,103463.1,103466.4,103429.9,103429.9,1.3
2025-05-31T03:42:00Z,103429.9,103500,103413.4,103500,0.652
2025-05-31T03:45:00Z,103500.1,103583.9,103500,103569.8,13.675
2025-05-31T03:48:00Z,103569.7,103626.8,103569.6,103626.8,0.505
2025-05-31T03:51:00Z,103626.8,103627.2,103496.3,103509.3,1.554
2025-05-31T03:54:00Z,103509.3,103578.8,103509.3,103569.3,1.21
2025-05-31T03:57:00Z,103576.5,103641,103576.5,103640.1,2.797
2025-05-31T04:00:00Z,103640,103640,103553.6,103553.6,0.557
2025-05-31T04:03:00Z,103553.5,103553.6,103497.6,103511.3,1.375
2025-05-31T04:06:00Z,103511.3,103552.9,103486.2,103531.6,0.51
2025-05-31T04:09:00Z,103531.8,103551.9,103492.4,103496.3,0.515
2025-05-31T04:12:00Z,103496.3,103568.9,103496.3,103568.9,1.162
2025-05-31T04:15:00Z,103568.8,103603.3,103527.3,103527.4,1.09
2025-05-31T04:18:00Z,103527.2,103646.2,103444.3,103646.2,4.303
2025-05-31T04:21:00Z,103646,103718.5,103622.7,103675,2.884
2025-05-31T04:24:00Z,103675.1,103746.6,103653,103744.5,8.262
2025-05-31T04:27:00Z,103744.4,103744.5,103703.6,103714.5,0.653
2025-05-31T04:30:00Z,103729.9,103744.1,103711,103722.5,1.329
2025-05-31T04:33:00Z,103713,103740,103684,103725.1,0.642
2025-05-31T04:36:00Z,103725.1,103735.4,103699.4,103733.7,1.225
2025-05-31T04:39:00Z,103733.8,103733.8,103685,103691.5,0.567
2025-05-31T04:42:00Z,103691.6,103734.2,103691.5,103718.7,0.999
2025-05-31T04:45:00Z,103718.6,103746.9,103707.3,103734.9,1.862
2025-05-31T04:48:00Z,103733.5,103738.8,103726.4,103738.8,0.232
2025-05-31T04:51:00Z,103738.7,103738.7,103691.4,103691.4,0.153
2025-05-31T04:54:00Z,103691.5,103762.6,103691.5,103762.5,0.519
2025-05-31T04:57:00Z,103762.6,103777.8,103762.5,103769.3,0.302
2025-05-31T05:00:00Z,103769.3,103864.5,103751.8,103818,1.235
2025-05-31T05:03:00Z,103817.9,103817.9,103730.6,103760.3,0.3
2025-05-31T05:06:00Z,103760.4,103818.3,103760.4,103795,1.277
2025-05-31T05:09:00Z,103783.3,103793.7,103677.4,103677.5,1.329
2025-05-31T05:12:00Z,103677.4,103684,103671,103684,0.507
2025-05-31T05:15:00Z,103684,103684,103577.7,103580.9,13.635
2025-05-31T05:18:00Z,103580.9,103677.4,103576.3,103677.3,3.148
2025-05-31T05:21:00Z,103677.3,103713.9,103660.9,103713.9,1.242
2025-05-31T05:24:00Z,103713.9,103716,103630.9,103631,0.671
2025-05-31T05:27:00Z,103628.1,103640.7,103623.1,103630.3,0.558
2025-05-31T05:30:00Z,103630.4,103640.8,103581.6,103581.6,0.761
2025-05-31T05:33:00Z,103581.7,103694,103581.7,103690,0.551
2025-05-31T05:36:00Z,103684.1,103684.1,103613.9,103668.5,1.097
2025-05-31T05:39:00Z,103668.5,103675.9,103659.5,103675.1,0.533
2025-05-31T05:42:00Z,103675.2,103695.1,103675.1,103680.3,0.395
2025-05-31T05:45:00Z,103680.3,103680.3,103602,103604.9,0.43
2025-05-31T05:48:00Z,103604.8,103613.3,103592.8,103598.4,0.401
2025-05-31T05:51:00Z,103598.4,103598.4,103560.7,103560.7,1.012
2025-05-31T05:54:00Z,103560.8,103560.8,103560,103560,0.227
2025-05-31T05:57:00Z,103560.1,103560.1,103483,103500,0.687
2025-05-31T06:00:00Z,103496.3,103539.8,103489.8,103529.6,0.397
2025-05-31T06:03:00Z,103529.7,103562.4,103523.2,103551,0.287
2025-05-31T06:06:00Z,103551,103579.2,103518.5,103579.2,2.278
2025-05-31T06:09:00Z,103579.2,103584.4,103510.5,103519.2,0.4
2025-05-31T06:12:00Z,103519.2,103576.1,103510.5,103576,1.402
2025-05-31T06:15:00Z,103576.2,103579.5,103574.2,103579.5,0.215
2025-05-31T06:18:00Z,103579.5,103645,103579.4,103644.9,1.199
2025-05-31T06:21:00Z,103645,103645,103603,103617,2.504
2025-05-31T06:24:00Z,103617.1,103664.3,103617.1,103660.5,1.207
2025-05-31T06:27:00Z,103660.5,103669.4,103660.4,103660.6,1.207
2025-05-31T06:30:00Z,103660.5,103660.6,103629.3,103629.3,0.186
2025-05-31T06:33:00Z,103626.7,103826.6,103615.2,103826.6,1.786
2025-05-31T06:36:00Z,103810,103810,103778.4,103778.5,0.622
2025-05-31T06:39:00Z,103778.6,103805.3,103778.5,103805.3,1.124
2025-05-31T06:42:00Z,103805.3,103856.4,103805.2,103852.8,1.046
2025-05-31T06:45:00Z,103852.9,103853,103833.9,103833.9,0.417
2025-05-31T06:48:00Z,103833.9,103833.9,103797.1,103826.4,0.518
2025-05-31T06:51:00Z,103829.8,103846.3,103822.2,103822.3,0.594
2025-05-31T06:54:00Z,103822.3,103823.3,103815.4,103817.8,1.276
2025-05-31T06:57:00Z,103817.8,103817.9,103816,103816,1.984
2025-05-31T07:00:00Z,103816,103816.1,103783.8,103784.8,0.255
2025-05-31T07:03:00Z,103784.8,103806.7,103777,103777.4,0.47
2025-05-31T07:06:00Z,103780.3,103780.4,103720.2,103727.4,0.674
2025-05-31T07:09:00Z,103727.4,103727.4,103713.8,103713.8,0.227
2025-05-31T07:12:00Z,103708.9,103708.9,103666,103666,0.441
2025-05-31T07:15:00Z,103652,103652,103588.5,103591,1.008
2025-05-31T07:18:00Z,103590.9,103651.4,103590.9,103651.3,0.297
2025-05-31T07:21:00Z,103651.3,103651.4,103635,103641.7,0.061
2025-05-31T07:24:00Z,103641.8,103656.8,103641.7,103656.8,0.46
2025-05-31T07:27:00Z,103656.7,103662.6,103642.9,103643,0.273
2025-05-31T07:30:00Z,103643,103708.4,103642.9,103708.4,0.201
2025-05-31T07:33:00Z,103708.4,103736.8,103708.4,103736.7,0.144
2025-05-31T07:36:00Z,103736.7,103736.7,103677.5,103677.6,1.052
2025-05-31T07:39:00Z,103677.5,103677.6,103674.6,103675,1.746
2025-05-31T07:42:00Z,103675,103683.9,103647.3,103660.9,0.915
2025-05-31T07:45:00Z,103660.8,103668.5,103632.8,103633,0.288
2025-05-31T07:48:00Z,103633,103643,103611.5,103626.4,0.285
2025-05-31T07:51:00Z,103626.4,103668.8,103626.4,103668.8,2.276
2025-05-31T07:54:00Z,103668.7,103751.3,103668.7,103692.9,0.463
2025-05-31T07:57:00Z,103692.8,103693.1,103692.8,103693,0.079
2025-05-31T08:00:00Z,103693,103749.5,103693,103749.4,0.584
2025-05-31T08:03:00Z,103749.5,103759,103726.5,103758.9,0.752
2025-05-31T08:06:00Z,103758.9,103759.1,103680.4,103680.4,0.343
2025-05-31T08:09:00Z,103680.5,103680.5,103614.3,103614.8,0.892
2025-05-31T08:12:00Z,103614.8,103614.8,103553.7,103553.8,3.321
2025-05-31T08:15:00Z,103553.7,103553.7,103486.6,103543.3,2.861
2025-05-31T08:18:00Z,103543.2,103545.9,103497.1,103545.9,0.751
2025-05-31T08:21:00Z,103545.8,103597.7,103545.8,103595.7,0.654
2025-05-31T08:24:00Z,103595.8,103664.7,103595.8,103635,0.794
2025-05-31T08:27:00Z,103635.1,103649.4,103635.1,103642,0.269
2025-05-31T08:30:00Z,103641.9,103698.2,103599.1,103698.2,8.439
2025-05-31T08:33:00Z,103698.2,103702.2,103622.8,103622.8,1.704
2025-05-31T08:36:00Z,103622.9,103622.9,103558.6,103558.7,1.082
2025-05-31T08:39:00Z,103558.7,103558.7,103496.3,103498.5,0.188
2025-05-31T08:42:00Z,103498.4,103524.9,103486.5,103515.5,1.003
2025-05-31T08:45:00Z,103515.6,103627.8,103515.5,103627.8,1.019
2025-05-31T08:48:00Z,103627.7,103703.3,103627.7,103684.7,0.76
2025-05-31T08:51:00Z,103684.8,103684.8,103655,103655,0.18
2025-05-31T08:54:00Z,103655,103703.4,103655,103685.3,0.682
2025-05-31T08:57:00Z,103685.4,103685.4,103604,103607.3,1.372
2025-05-31T09:00:00Z,103607.3,103622.6,103593.1,103603.7,1.727
2025-05-31T09:03:00Z,103603.7,103691.5,103603.6,103691.5,0.478
2025-05-31T09:06:00Z,103691.5,103691.5,103640.8,103640.9,0.4
2025-05-31T09:09:00Z,103640.9,103649.9,103616.5,103639.4,0.575
2025-05-31T09:12:00Z,103639.4,103658.9,103634.5,103641.9,0.82
2025-05-31T09:15:00Z,103628.4,103664.5,103612.7,103664.4,0.501
2025-05-31T09:18:00Z,103664.5,103664.8,103587.7,103590.8,0.764
2025-05-31T09:21:00Z,103590.8,103590.9,103529.8,103529.8,0.928
2025-05-31T09:24:00Z,103529.8,103529.8,103473.6,103504.4,3.031
2025-05-31T09:27:00Z,103504.4,103504.4,103445.7,103459.1,0.783
2025-05-31T09:30:00Z,103459,103508.4,103459,103499.9,0.308
2025-05-31T09:33:00Z,103499.9,103515.5,103459.7,103459.7,1.253
2025-05-31T09:36:00Z,103459.8,103505.8,103459.8,103488.7,0.262
2025-05-31T09:39:00Z,103488.7,103488.7,103431.4,103454.3,7.81
2025-05-31T09:42:00Z,103454.3,103465.3,103454.2,103465.3,0.069
2025-05-31T09:45:00Z,103465.2,103488.2,103444.7,103450.4,1.377
2025-05-31T09:48:00Z,103450.4,103524.7,103450.4,103496.4,0.364
2025-05-31T09:51:00Z,103495.2,103510.3,103466.3,103510.3,1.052
2025-05-31T09:54:00Z,103510.3,103510.3,103480.9,103481.4,0.84
2025-05-31T09:57:00Z,103481.5,103511.4,103481.5,103500,0.312
2025-05-31T10:00:00Z,103500,103507.6,103466.3,103505.5,1.118
2025-05-31T10:03:00Z,103505.6,103505.6,103436.7,103466.4,2.815
2025-05-31T10:06:00Z,103466.3,103478.3,103393.7,103435.4,2.03
2025-05-31T10:09:00Z,103435.3,103442.4,103314,103356.6,2.998
2025-05-31T10:12:00Z,103356.6,103528.8,103311,103433.1,8.31
2025-05-31T10:15:00Z,103433,103526.8,103433,103491.6,0.882
2025-05-31T10:18:00Z,103491.8,103558,103466.2,103466.2,2.057
2025-05-31T10:21:00Z,103452,103465,103349.1,103452.4,0.825
2025-05-31T10:24:00Z,103452.4,103465.3,103424.2,103424.2,1.827
2025-05-31T10:27:00Z,103424.1,103424.3,103354.1,103354.3,0.398
2025-05-31T10:30:00Z,103354.3,103386.3,103343.4,103343.5,0.957
2025-05-31T10:33:00Z,103343.4,103343.5,103278.4,103278.7,0.782
2025-05-31T10:36:00Z,103278.7,103332.2,103272.7,103299.2,0.559
2025-05-31T10:39:00Z,103299.3,103307,103272.7,103307,0.567
2025-05-31T10:42:00Z,103306.9,103312.8,103265.8,103266.4,1.156
2025-05-31T10:45:00Z,103289.3,103339.2,103250,103339.2,0.551
2025-05-31T10:48:00Z,103339.2,103364.7,103319.5,103364.6,0.496
2025-05-31T10:51:00Z,103364.7,103373.2,103340.7,103373.1,0.387
2025-05-31T10:54:00Z,103364.9,103364.9,103329.2,103332,1.453
2025-05-31T10:57:00Z,103331.9,103365.6,103331.9,103365.6,0.243
2025-05-31T11:00:00Z,103365.6,103368.3,103310,103310.3,0.966
2025-05-31T11:03:00Z,103310.3,103367.9,103310.3,103362.3,0.585
2025-05-31T11:06:00Z,103362.3,103366.1,103318.7,103318.8,1.457
2025-05-31T11:09:00Z,103317.1,103317.1,103275.1,103289.7,1.931
2025-05-31T11:12:00Z,103289.7,103339.8,103289.7,103324.1,1.056
2025-05-31T11:15:00Z,103324.2,103408.1,103312.1,103396.3,0.771
2025-05-31T11:18:00Z,103396.3,103482.5,103386.3,103458.1,1.689
2025-05-31T11:21:00Z,103458.2,103482,103458.2,103462.6,0.577
2025-05-31T11:24:00Z,103462.6,103488.4,103461.9,103461.9,0.47
2025-05-31T11:27:00Z,103462,103462,103436.9,103454.2,0.378
2025-05-31T11:30:00Z,103454.3,103454.3,103424.1,103424.2,0.383
2025-05-31T11:33:00Z,103424.3,103454.2,103405.9,103413.4,0.713
2025-05-31T11:36:00Z,103413.3,103440.9,103413.3,103423.7,0.41
2025-05-31T11:39:00Z,103423.6,103475.9,103423.6,103475.9,0.286
2025-05-31T11:42:00Z,103475.8,103478.1,103461.9,103478,0.318
2025-05-31T11:45:00Z,103478,103480.9,103457.5,103470.1,0.287
2025-05-31T11:48:00Z,103470,103476.3,103432.5,103432.6,3.215
2025-05-31T11:51:00Z,103432.5,103469.1,103432.5,103469.1,0.489
2025-05-31T11:54:00Z,103469.1,103469.4,103451.5,103451.6,0.197
2025-05-31T11:57:00Z,103451.6,103469.9,103451.5,103469.7,0.294
2025-05-31T12:00:00Z,103469.7,103492.2,103456.6,103458.1,0.901
2025-05-31T12:03:00Z,103458,103567.3,103452.8,103566.8,1.285
2025-05-31T12:06:00Z,103561.5,103674.9,103561.5,103670.5,2.284
2025-05-31T12:09:00Z,103670.6,103739.2,103670.5,103711.8,2.474
2025-05-31T12:12:00Z,103711.8,103887.9,103711.8,103806.9,3.499
2025-05-31T12:15:00Z,103807,103868.8,103799.9,103799.9,2.618
2025-05-31T12:18:00Z,103791.6,103810.2,103760.8,103791.5,8.897
2025-05-31T12:21:00Z,103791.6,103814.5,103781.5,103795.4,1.531
2025-05-31T12:24:00Z,103795.4,103797,103742.2,103796.9,1.97
2025-05-31T12:27:00Z,103796.8,103801.7,103753.1,103753.1,1.107
2025-05-31T12:30:00Z,103753.2,103753.2,103700.7,103707,2.579
2025-05-31T12:33:00Z,103706.9,103750,103700.8,103750,1.351
2025-05-31T12:36:00Z,103750.1,103810.6,103750.1,103779.7,3.335
2025-05-31T12:39:00Z,103779.7,103818.1,103779.6,103818.1,1.3
2025-05-31T12:42:00Z,103818.1,103846.6,103812.5,103827.2,1.509
2025-05-31T12:45:00Z,103827.1,103880,103827.1,103880,1.415
2025-05-31T12:48:00Z,103881.6,103919.9,103846.7,103846.7,1.998
2025-05-31T12:51:00Z,103846.7,103929.9,103846.7,103920.3,1.835
2025-05-31T12:54:00Z,103920.3,103955.2,103915,103955.1,1.528
2025-05-31T12:57:00Z,103955.2,103987.9,103938.8,103987.9,2.877
2025-05-31T13:00:00Z,103988,104063,103935.5,104004.4,5.38
2025-05-31T13:03:00Z,104004.4,104101,104004.4,104033.6,1.767
2025-05-31T13:06:00Z,104033.5,104129.8,104033.5,104115.4,5.101
2025-05-31T13:09:00Z,104115.5,104158.7,104062,104069.7,6.706
2025-05-31T13:12:00Z,104069.8,104094.6,104069.8,104084.3,0.938
2025-05-31T13:15:00Z,104084.3,104140.4,104058.5,104068.6,1.919
2025-05-31T13:18:00Z,104068.5,104101.4,104029.3,104033.4,4.903
2025-05-31T13:21:00Z,104033.5,104050.6,103964.5,104050.4,4.093
2025-05-31T13:24:00Z,104050.5,104141.1,104045.4,104131.4,3.114
2025-05-31T13:27:00Z,104131.5,104144.9,104057.7,104061,2.896
2025-05-31T13:30:00Z,104061.1,104140.6,104061,104071.4,5.139
2025-05-31T13:33:00Z,104071.3,104110.6,104071.3,104110.6,1.247
2025-05-31T13:36:00Z,104110.6,104134.8,104099.5,104126.2,1.263
2025-05-31T13:39:00Z,104126.3,104141.9,104079.7,104083.8,1.324
2025-05-31T13:42:00Z,104083.9,104083.9,104029.3,104046.6,2.44
2025-05-31T13:45:00Z,104046.6,104058.8,103964.5,104002.9,7.346
2025-05-31T13:48:00Z,104002.9,104002.9,103955.8,103955.8,0.546
2025-05-31T13:51:00Z,103955.9,104000.1,103950.2,104000,1.504
2025-05-31T13:54:00Z,104000,104026.2,103995.3,104026.1,0.136
2025-05-31T13:57:00Z,104026.2,104054.6,104019.3,104054.5,0.234
2025-05-31T14:00:00Z,104054.6,104246.1,104054.5,104190.3,8.778
2025-05-31T14:03:00Z,104190.4,104262,104167.2,104257,1.916
2025-05-31T14:06:00Z,104257,104312.7,104257,104261.1,2.917
2025-05-31T14:09:00Z,104261,104328.7,104261,104285,2.238
2025-05-31T14:12:00Z,104285,104371.8,104285,104347.5,4.369
2025-05-31T14:15:00Z,104347.6,104420.7,104288.5,104345.9,5.072
2025-05-31T14:18:00Z,104345.9,104345.9,104253.4,104253.5,2.576
2025-05-31T14:21:00Z,104253.4,104292.2,104241.8,104292.2,0.223
2025-05-31T14:24:00Z,104292.3,104413.4,104292.3,104374.1,0.99
2025-05-31T14:27:00Z,104374.1,104374.2,104237.9,104258.6,2.048
2025-05-31T14:30:00Z,104258.4,104328.7,104254.3,104265.7,1.026
2025-05-31T14:33:00Z,104265.7,104285.3,104244.9,104278.7,0.619
2025-05-31T14:36:00Z,104278.7,104318.6,104278.7,104312,0.676
2025-05-31T14:39:00Z,104312.1,104396,104295.8,104396,3.262
2025-05-31T14:42:00Z,104391.4,104391.4,104357.7,104386.5,2.328
2025-05-31T14:45:00Z,104386.4,104391.3,104315.3,104327,1.019
2025-05-31T14:48:00Z,104327.1,104348.9,104308.5,104348.8,0.722
2025-05-31T14:51:00Z,104348.9,104359.8,104348.8,104359.7,1.167
2025-05-31T14:54:00Z,104359.6,104535.6,104359.6,104410.9,7.469
2025-05-31T14:57:00Z,104411,104526.5,104401.7,104516.1,1.969
2025-05-31T15:00:00Z,104516,104565.6,104447.5,104477,4.002
2025-05-31T15:03:00Z,104469.7,104500.6,104420.7,104420.8,0.91
2025-05-31T15:06:00Z,104426.9,104527.6,104426.9,104527.5,0.307
2025-05-31T15:09:00Z,104527.4,104566.4,104492.7,104492.7,2.71
2025-05-31T15:12:00Z,104492.6,104511.9,104482,104511.9,1.982
2025-05-31T15:15:00Z,104512,104620,104512,104620,2.34
2025-05-31T15:18:00Z,104620,104625.8,104590.3,104608.5,2.003
2025-05-31T15:21:00Z,104608.6,104608.6,104583.6,104591,1.404
2025-05-31T15:24:00Z,104590.9,104651.8,104590.9,104625,19.925
2025-05-31T15:27:00Z,104624.9,104717,104624.9,104711.7,4.18
2025-05-31T15:30:00Z,104711.8,104787.1,104711.8,104786.4,10.302
2025-05-31T15:33:00Z,104786.4,104786.5,104690.4,104691.6,2.99
2025-05-31T15:36:00Z,104691.7,104712.2,104639.3,104643.6,0.991
2025-05-31T15:39:00Z,104643.7,104654.3,104442.4,104474.8,8.168
2025-05-31T15:42:00Z,104480,104534.9,104450,104480.5,1.274
2025-05-31T15:45:00Z,104480.5,104480.6,104410.6,104414.9,0.621
2025-05-31T15:48:00Z,104414.8,104430.7,104405.1,104423,2.129
2025-05-31T15:51:00Z,104422.9,104599.9,104422.9,104599.8,3.536
2025-05-31T15:54:00Z,104599.9,104599.9,104490,104490,0.547
2025-05-31T15:57:00Z,104490.1,104512.9,104448.7,104512.7,1.128
2025-05-31T16:00:00Z,104508.3,104536.6,104345.9,104429.8,4.81
2025-05-31T16:03:00Z,104429.8,104569,104420.3,104569,2.218
2025-05-31T16:06:00Z,104571.2,104599.9,104571.2,104599.8,0.806
2025-05-31T16:09:00Z,104599.9,104620,104599.9,104620,0.206
2025-05-31T16:12:00Z,104620.1,104635.7,104568.5,104568.5,0.841
2025-05-31T16:15:00Z,104568.5,104619.8,104552.8,104619.8,0.77
2025-05-31T16:18:00Z,104619.8,104666.6,104619.6,104666.6,0.397
2025-05-31T16:21:00Z,104666.5,104666.6,104632.3,104653.6,1.648
2025-05-31T16:24:00Z,104653.5,104685.4,104653.5,104671,0.929
2025-05-31T16:27:00Z,104671.1,104687.9,104643.7,104643.7,0.374
2025-05-31T16:30:00Z,104643.7,104680.3,104619.4,104680.2,0.566
2025-05-31T16:33:00Z,104680.3,104728.7,104680.3,104721.4,8.801
2025-05-31T16:36:00Z,104721.4,104721.4,104501,104542.8,2.387
2025-05-31T16:39:00Z,104542.8,104564.8,104454.8,104454.8,0.829
2025-05-31T16:42:00Z,104449,104449,104387.3,104403.7,3.293
2025-05-31T16:45:00Z,104403.7,104455.6,104364.5,104422,2.161
2025-05-31T16:48:00Z,104421.9,104421.9,104365.3,104395,0.534
2025-05-31T16:51:00Z,104395.1,104468.8,104395,104468.8,1.266
2025-05-31T16:54:00Z,104468.7,104489.7,104458.6,104489.6,0.236
2025-05-31T16:57:00Z,104489.7,104489.7,104441.2,104442.2,0.529
2025-05-31T17:00:00Z,104442.1,104442.1,104357.7,104369,1.862
2025-05-31T17:03:00Z,104369.1,104406.5,104352.1,104406.4,0.816
2025-05-31T17:06:00Z,104406.4,104436.8,104373.1,104414.6,0.847
2025-05-31T17:09:00Z,104414.6,104437.1,104414.6,104437,0.517
2025-05-31T17:12:00Z,104436.9,104486.4,104436.9,104486.4,0.11
2025-05-31T17:15:00Z,104486.5,104530.1,104486.4,104519.8,17.487
2025-05-31T17:18:00Z,104519.8,104566.7,104514.2,104520.8,0.997
2025-05-31T17:21:00Z,104520.8,104527.5,104488.9,104488.9,0.884
2025-05-31T17:24:00Z,104488.9,104488.9,104427.6,104442.6,1.917
2025-05-31T17:27:00Z,104442.8,104447.9,104427.6,104427.7,0.449
2025-05-31T17:30:00Z,104427.7,104432,104377.5,104380.4,0.174
2025-05-31T17:33:00Z,104380.4,104435.5,104380.4,104434.9,0.324
2025-05-31T17:36:00Z,104434.9,104442.3,104419.6,104424.2,0.773
2025-05-31T17:39:00Z,104424.3,104450.3,104424.2,104450.2,0.196
2025-05-31T17:42:00Z,104450.3,104450.3,104400.1,104400.2,1.436
2025-05-31T17:45:00Z,104400.3,104419.2,104365.4,104365.6,0.807
2025-05-31T17:48:00Z,104365.8,104377.9,104344.5,104376.4,0.307
2025-05-31T17:51:00Z,104376.3,104376.4,104215.9,104283.7,4.609
2025-05-31T17:54:00Z,104283.8,104316.2,104272.9,104272.9,2.718
2025-05-31T17:57:00Z,104272.9,104302.7,104272.9,104302.5,1.174
2025-05-31T18:00:00Z,104302.5,104323.4,104302.5,104323.4,0.218
2025-05-31T18:03:00Z,104323.3,104420.8,104323.3,104420.8,1.603
2025-05-31T18:06:00Z,104420.7,104471.9,104420.7,104439.9,0.534
2025-05-31T18:09:00Z,104439.9,104500,104439.9,104500,0.195
2025-05-31T18:12:00Z,104500,104500,104481.2,104481.2,0.256
2025-05-31T18:15:00Z,104481.3,104527,104481.2,104527,0.399
2025-05-31T18:18:00Z,104527,104552.3,104527,104552.2,1.041
2025-05-31T18:21:00Z,104552.2,104568,104528.9,104529,2.38
